,Date,Hour,Minute,EST,Elevation angle,Zenith (Incidence) angle,wind_speed (m/s),wind_direction (deg),mixing_height,overall_cloud_cover,time_interval,stability_class
2023-02-09 09:15:00,20230209,9.0,15,09:15:00,17.65,72.35,3.7297190000000002,80.0,8500.0,100.0,0 days 00:15:00,D
2023-02-09 09:30:00,20230209,9.0,30,09:30:00,19.81,70.19,3.85833,80.0,8500.0,100.0,0 days 00:15:00,D
2023-02-09 09:45:00,20230209,9.0,45,09:45:00,21.87,68.13,3.9869410000000003,80.0,8500.0,100.0,0 days 00:15:00,D
2023-02-09 10:00:00,20230209,10.0,0,10:00:00,23.82,66.18,4.115552,80.0,8500.0,100.0,0 days 00:15:00,D
2023-02-09 10:15:00,20230209,10.0,15,10:15:00,25.65,64.35,3.986941,80.0,9125.0,100.0,0 days 00:15:00,D
2023-02-09 10:30:00,20230209,10.0,30,10:30:00,27.34,62.66,3.85833,80.0,9750.0,100.0,0 days 00:15:00,D
2023-02-09 10:45:00,20230209,10.0,45,10:45:00,28.88,61.120000000000005,3.729719,80.0,10375.0,100.0,0 days 00:15:00,D
2023-02-09 11:00:00,20230209,11.0,0,11:00:00,30.26,59.739999999999995,3.601108,80.0,11000.0,100.0,0 days 00:15:00,D
2023-02-09 11:15:00,20230209,11.999999999999998,15,12:15:00,34.37,55.63,3.601108,82.4952312784634,10750.0,100.0,0 days 00:15:00,D
2023-02-09 11:30:00,20230209,11.0,30,11:30:00,32.5,57.5,3.601108,85.0,10500.0,100.0,0 days 00:15:00,D
2023-02-09 11:45:00,20230209,11.0,45,11:45:00,33.33,56.67,3.601108,87.5047687215366,10250.0,100.0,0 days 00:15:00,D
2023-02-09 12:00:00,20230209,12.0,0,12:00:00,33.96,56.04,3.601108,90.0,10000.0,100.0,0 days 00:15:00,D
2023-02-09 12:30:00,20230209,12.000000000000002,30,12:30:00,34.58,55.42,3.343886,80.0,15000.0,50.0,0 days 00:30:00,C
2023-02-09 12:45:00,20230209,12.0,45,12:45:00,34.56,55.44,3.2152749999999997,74.9616312267025,17500.0,25.0,0 days 00:15:00,C
2023-02-09 13:00:00,20230209,13.0,0,13:00:00,34.33,55.67,3.086664,70.0,20000.0,0.0,0 days 00:15:00,C
2023-02-09 13:15:00,20230209,13.0,15,13:15:00,33.88,56.12,4.629996,60.314104815618194,16375.0,25.0,0 days 00:15:00,C
2023-02-09 13:30:00,20230209,13.0,30,13:30:00,33.23,56.77,6.173328,49.999999999999986,12750.0,50.0,0 days 00:15:00,D
2023-02-09 13:45:00,20230209,13.0,45,13:45:00,32.37,57.63,7.71666,39.68589518438179,9125.0,75.0,0 days 00:15:00,D
2023-02-09 14:00:00,20230209,14.0,0,14:00:00,31.32,58.68,9.259992,29.999999999999996,5500.0,100.0,0 days 00:15:00,D
2023-02-09 14:15:00,20230209,14.0,15,14:15:00,30.08,59.92,8.359715,29.999999999999996,6375.0,100.0,0 days 00:15:00,D
2023-02-09 14:30:00,20230209,14.0,30,14:30:00,28.68,61.32,7.4594380000000005,29.999999999999996,7250.0,100.0,0 days 00:15:00,D
2023-02-09 14:45:00,20230209,14.0,45,14:45:00,27.12,62.879999999999995,6.5591610000000005,29.999999999999996,8125.0,100.0,0 days 00:15:00,D
2023-02-09 15:00:00,20230209,15.0,0,15:00:00,25.41,64.59,5.6588840000000005,29.999999999999996,9000.0,100.0,0 days 00:15:00,D
2023-02-09 15:15:00,20230209,15.0,15,15:15:00,23.56,66.44,5.916106,25.03836877329749,8750.0,100.0,0 days 00:15:00,D
2023-02-09 15:30:00,20230209,15.0,30,15:30:00,21.6,68.4,6.173328,20.0,8500.0,100.0,0 days 00:15:00,D
2023-02-09 15:45:00,20230209,15.0,45,15:45:00,19.52,70.48,6.43055,14.961631226702508,8250.0,100.0,0 days 00:15:00,D
2023-02-09 16:00:00,20230209,16.0,0,16:00:00,17.34,72.66,6.687772,10.0,8000.0,100.0,0 days 00:15:00,D
2023-02-09 16:15:00,20230209,16.0,15,16:15:00,15.08,74.92,6.044717,14.961631226702504,8250.0,91.75,0 days 00:15:00,D
2023-02-09 16:30:00,20230209,16.0,30,16:30:00,12.73,77.27,5.401662,20.0,8500.0,83.5,0 days 00:15:00,D
2023-02-09 16:45:00,20230209,16.0,45,16:45:00,10.32,79.68,4.7586070000000005,25.03836877329749,8750.0,75.25,0 days 00:15:00,D
2023-02-09 17:00:00,20230209,17.0,0,17:00:00,7.84,82.16,4.115552,29.999999999999996,9000.0,67.0,0 days 00:15:00,D
2023-02-09 17:15:00,20230209,17.0,15,17:15:00,5.33,84.67,4.501385,27.504768721536596,9000.0,58.5,0 days 00:15:00,D
2023-02-09 17:30:00,20230209,17.0,30,17:30:00,2.82,87.18,4.887218000000001,24.999999999999996,9000.0,50.0,0 days 00:15:00,D
2023-02-09 17:45:00,20230209,17.0,45,17:45:00,0.41,89.59,5.273051000000001,22.4952312784634,9000.0,41.5,0 days 00:15:00,D
2023-02-09 18:00:00,20230209,18.0,0,18:00:00,-2.41,92.41,5.6588840000000005,20.0,9000.0,33.0,0 days 00:15:00,D
2023-02-09 18:15:00,20230209,18.0,15,18:15:00,-5.59,95.59,5.916106,22.4952312784634,9125.0,41.5,0 days 00:15:00,D
2023-02-09 18:30:00,20230209,18.0,30,18:30:00,-8.36,98.36,6.173328,24.999999999999996,9250.0,50.0,0 days 00:15:00,D
2023-02-09 18:45:00,20230209,18.0,45,18:45:00,-11.13,101.13,6.43055,27.504768721536596,9375.0,58.5,0 days 00:15:00,D
2023-02-09 19:00:00,20230209,19.0,0,19:00:00,-13.92,103.92,6.687772,29.999999999999996,9500.0,67.0,0 days 00:15:00,D
2023-02-09 19:15:00,20230209,19.0,15,19:15:00,-16.73,106.73,6.559161,22.630740212430055,9125.0,58.5,0 days 00:15:00,D
2023-02-09 19:30:00,20230209,19.0,30,19:30:00,-19.55,109.55,6.43055,14.999999999999998,8750.0,50.0,0 days 00:15:00,D
2023-02-09 19:45:00,20230209,19.0,45,19:45:00,-22.38,112.38,6.301939,7.369259787569943,8375.0,41.5,0 days 00:15:00,D
2023-02-09 20:00:00,20230209,20.0,0,20:00:00,-25.21,115.21000000000001,6.173328,0.0,8000.0,33.0,0 days 00:15:00,D
2023-02-09 20:15:00,20230209,20.0,15,20:15:00,-28.04,118.03999999999999,7.4594380000000005,357.5047687215366,11000.0,24.75,0 days 00:15:00,D
2023-02-09 20:30:00,20230209,20.0,30,20:30:00,-30.85,120.85,8.745548,355.0,14000.0,16.5,0 days 00:15:00,D
2023-02-09 20:45:00,20230209,20.0,45,20:45:00,-33.65,123.65,10.031658,352.4952312784634,17000.0,8.25,0 days 00:15:00,D
2023-02-09 21:00:00,20230209,21.0,0,21:00:00,-36.42,126.42,11.317768000000001,350.0,20000.0,0.0,0 days 00:15:00,D
2023-02-09 21:15:00,20230209,21.0,15,21:15:00,-39.16,129.16,11.060546,345.03836877329746,15925.0,16.75,0 days 00:15:00,D
2023-02-09 21:30:00,20230209,21.0,30,21:30:00,-41.86,131.86,10.803324,340.0,11850.0,33.5,0 days 00:15:00,D
2023-02-09 21:45:00,20230209,21.0,45,21:45:00,-44.51,134.51,10.546102000000001,334.9616312267025,7775.0,50.25000000000001,0 days 00:15:00,D
2023-02-09 22:00:00,20230209,22.0,0,22:00:00,-47.09,137.09,10.28888,330.0,3700.0,67.0,0 days 00:15:00,D
2023-02-09 22:15:00,20230209,22.0,15,22:15:00,-49.58,139.57999999999998,10.28888,332.4952312784634,3800.0,75.25,0 days 00:15:00,D
2023-02-09 22:30:00,20230209,22.0,30,22:30:00,-51.97,141.97,10.28888,335.0,3900.0,83.5,0 days 00:15:00,D
2023-02-09 22:45:00,20230209,22.0,45,22:45:00,-54.23,144.23,10.28888,337.5047687215366,4000.0,91.75,0 days 00:15:00,D
2023-02-09 23:00:00,20230209,23.0,0,23:00:00,-56.33,146.32999999999998,10.28888,340.0,4100.0,100.0,0 days 00:15:00,D
2023-02-09 23:15:00,20230209,23.0,15,23:15:00,-58.25,148.25,10.546102000000001,340.0,3875.0,100.0,0 days 00:15:00,D
2023-02-09 23:30:00,20230209,23.0,30,23:30:00,-59.94,149.94,10.803324,340.0,3650.0,100.0,0 days 00:15:00,D
2023-02-09 23:45:00,20230209,23.0,45,23:45:00,-61.35,151.35,11.060546,340.0,3425.0,100.0,0 days 00:15:00,D
2023-02-10 00:00:00,20230210,0.0,0,00:00:00,-62.46,152.46,11.317768000000001,340.0,3200.0,100.0,0 days 00:15:00,D
2023-02-10 00:15:00,20230210,0.0,15,00:15:00,-63.21,153.21,10.546102000000001,340.0,3200.0,100.0,0 days 00:15:00,D
2023-02-10 00:30:00,20230210,0.0,30,00:30:00,-63.57,153.57,9.774436000000001,340.0,3200.0,100.0,0 days 00:15:00,D
2023-02-10 00:45:00,20230210,0.0,45,00:45:00,-63.53,153.53,9.00277,340.0,3200.0,100.0,0 days 00:15:00,D
2023-02-10 01:00:00,20230210,1.0,0,01:00:00,-63.1,153.1,8.231104,340.0,3200.0,100.0,0 days 00:15:00,D
2023-02-10 01:15:00,20230210,1.0,15,01:15:00,-62.28,152.28,8.102493,340.0,3150.0,100.0,0 days 00:15:00,D
2023-02-10 01:30:00,20230210,1.0,30,01:30:00,-61.12,151.12,7.973882,340.0,3100.0,100.0,0 days 00:15:00,D
2023-02-10 01:45:00,20230210,1.0,45,01:45:00,-59.65,149.65,7.845271,340.0,3050.0,100.0,0 days 00:15:00,D
2023-02-10 02:00:00,20230210,2.0,0,02:00:00,-57.91,147.91,7.71666,340.0,3000.0,100.0,0 days 00:15:00,D
2023-02-10 02:15:00,20230210,2.0,15,02:15:00,-55.96,145.96,7.973882,337.5047687215366,3250.0,100.0,0 days 00:15:00,D
2023-02-10 02:30:00,20230210,2.0,30,02:30:00,-53.82,143.82,8.231104,335.0,3500.0,100.0,0 days 00:15:00,D
2023-02-10 02:45:00,20230210,2.0,45,02:45:00,-51.53,141.53,8.488325999999999,332.4952312784634,3750.0,100.0,0 days 00:15:00,D
2023-02-10 03:00:00,20230210,3.0,0,03:00:00,-49.12,139.12,8.745548,330.0,4000.0,100.0,0 days 00:15:00,D
2023-02-10 03:15:00,20230210,3.0,15,03:15:00,-46.61,136.61,8.231104,334.9616312267025,3850.0,100.0,0 days 00:15:00,D
2023-02-10 03:30:00,20230210,3.0,30,03:30:00,-44.02,134.02,7.716659999999999,340.0,3700.0,100.0,0 days 00:15:00,D
2023-02-10 03:45:00,20230210,3.0,45,03:45:00,-41.36,131.36,7.202216,345.03836877329746,3550.0,100.0,0 days 00:15:00,D
2023-02-10 04:00:00,20230210,4.0,0,04:00:00,-38.65,128.65,6.687772,350.0,3400.0,100.0,0 days 00:15:00,D
2023-02-10 04:15:00,20230210,4.0,15,04:15:00,-35.9,125.9,6.687772,345.03836877329746,3100.0,100.0,0 days 00:15:00,D
2023-02-10 04:30:00,20230210,4.0,30,04:30:00,-33.12,123.12,6.687772,340.0,2800.0,100.0,0 days 00:15:00,D
2023-02-10 04:45:00,20230210,4.0,45,04:45:00,-30.31,120.31,6.687772,334.9616312267025,2500.0,100.0,0 days 00:15:00,D
2023-02-10 05:00:00,20230210,5.0,0,05:00:00,-27.49,117.49,6.687772,330.0,2200.0,100.0,0 days 00:15:00,D
2023-02-10 05:15:00,20230210,5.0,15,05:15:00,-24.66,114.66,6.816383,332.4952312784634,2200.0,100.0,0 days 00:15:00,D
2023-02-10 05:30:00,20230210,5.0,30,05:30:00,-21.83,111.83,6.9449939999999994,335.0,2200.0,100.0,0 days 00:15:00,D
2023-02-10 05:45:00,20230210,5.0,45,05:45:00,-19.0,109.0,7.073605,337.5047687215366,2200.0,100.0,0 days 00:15:00,D
2023-02-10 06:00:00,20230210,6.0,0,06:00:00,-16.17,106.17,7.202216,340.0,2200.0,100.0,0 days 00:15:00,D
2023-02-10 06:15:00,20230210,6.000000000000001,15,06:15:00,-13.36,103.36,6.687772,332.63074021243006,2150.0,100.0,0 days 00:15:00,D
2023-02-10 06:30:00,20230210,6.0,30,06:30:00,-10.57,100.57,6.173328,325.0,2100.0,100.0,0 days 00:15:00,D
2023-02-10 06:45:00,20230210,6.0,45,06:45:00,-7.8,97.8,5.6588840000000005,317.36925978756994,2050.0,100.0,0 days 00:15:00,D
2023-02-10 07:00:00,20230210,7.0,0,07:00:00,-4.99,94.99,5.14444,310.0,2000.0,100.0,0 days 00:15:00,D
2023-02-10 07:15:00,20230210,7.0,15,07:15:00,-1.66,91.66,5.401662,314.9616312267025,2125.0,100.0,0 days 00:15:00,D
2023-02-10 07:30:00,20230210,7.0,30,07:30:00,0.91,89.09,5.6588840000000005,320.0,2250.0,100.0,0 days 00:15:00,D
2023-02-10 07:45:00,20230210,7.0,45,07:45:00,3.36,86.64,5.916106,325.03836877329746,2375.0,100.0,0 days 00:15:00,D
2023-02-10 08:00:00,20230210,8.0,0,08:00:00,5.89,84.11,6.173328,330.0,2500.0,100.0,0 days 00:15:00,D
2023-02-10 08:15:00,20230210,8.0,15,08:15:00,8.4,81.6,6.559161,330.0,2400.0,100.0,0 days 00:15:00,D
2023-02-10 08:30:00,20230210,8.0,30,08:30:00,10.88,79.12,6.9449939999999994,330.0,2300.0,100.0,0 days 00:15:00,D
2023-02-10 08:45:00,20230210,8.0,45,08:45:00,13.29,76.71000000000001,7.330827,330.0,2200.0,100.0,0 days 00:15:00,D
2023-02-10 09:00:00,20230210,9.0,0,09:00:00,15.64,74.36,7.71666,330.0,2100.0,100.0,0 days 00:15:00,D
2023-02-10 09:15:00,20230210,9.0,15,09:15:00,17.9,72.1,6.944994,332.4952312784634,2100.0,100.0,0 days 00:15:00,D
2023-02-10 09:30:00,20230210,9.0,30,09:30:00,20.07,69.93,6.173328,335.0,2100.0,100.0,0 days 00:15:00,D
2023-02-10 09:45:00,20230210,9.0,45,09:45:00,22.14,67.86,5.401662,337.5047687215366,2100.0,100.0,0 days 00:15:00,D
2023-02-10 10:00:00,20230210,10.0,0,10:00:00,24.1,65.9,4.629996,340.0,2100.0,100.0,0 days 00:15:00,D
2023-02-10 10:15:00,20230210,10.0,15,10:15:00,25.93,64.07,4.629996,340.0,2050.0,100.0,0 days 00:15:00,D
2023-02-10 10:30:00,20230210,10.0,30,10:30:00,27.63,62.370000000000005,4.629996,340.0,2000.0,100.0,0 days 00:15:00,D
2023-02-10 10:45:00,20230210,10.0,45,10:45:00,29.17,60.83,4.629996,340.0,1950.0,100.0,0 days 00:15:00,D
2023-02-10 11:00:00,20230210,11.0,0,11:00:00,30.56,59.44,4.629996,340.0,1900.0,100.0,0 days 00:15:00,D
2023-02-10 11:15:00,20230210,11.0,15,11:15:00,31.78,58.22,4.501385,340.0,1900.0,100.0,0 days 00:15:00,D
2023-02-10 11:30:00,20230210,11.0,30,11:30:00,32.81,57.19,4.372774,340.0,1900.0,100.0,0 days 00:15:00,D
2023-02-10 11:45:00,20230210,11.0,45,11:45:00,33.64,56.36,4.244163,340.0,1900.0,100.0,0 days 00:15:00,D
2023-02-10 12:00:00,20230210,12.0,0,12:00:00,34.28,55.72,4.115552,340.0,1900.0,100.0,0 days 00:15:00,D
2023-02-10 12:30:00,20230210,12.000000000000002,30,12:30:00,34.9,55.1,4.372774,335.0,1900.0,100.0,0 days 00:30:00,D
2023-02-10 12:45:00,20230210,12.0,45,12:45:00,34.88,55.12,4.501385,332.4952312784634,1900.0,100.0,0 days 00:15:00,D
2023-02-10 13:00:00,20230210,13.0,0,13:00:00,34.65,55.35,4.629996,330.0,1900.0,100.0,0 days 00:15:00,D
2023-02-10 13:15:00,20230210,13.0,15,13:15:00,34.2,55.8,4.7586070000000005,334.9616312267025,1950.0,100.0,0 days 00:15:00,D
2023-02-10 13:30:00,20230210,13.0,30,13:30:00,33.54,56.46,4.887218000000001,340.0,2000.0,100.0,0 days 00:15:00,D
2023-02-10 13:45:00,20230210,13.0,45,13:45:00,32.68,57.32,5.015829,345.03836877329746,2050.0,100.0,0 days 00:15:00,D
2023-02-10 14:00:00,20230210,14.0,0,14:00:00,31.62,58.379999999999995,5.14444,350.0,2100.0,100.0,0 days 00:15:00,D
2023-02-10 14:15:00,20230210,14.0,15,14:15:00,30.39,59.61,5.015829,345.03836877329746,2050.0,100.0,0 days 00:15:00,D
2023-02-10 14:30:00,20230210,14.0,30,14:30:00,28.98,61.019999999999996,4.887218000000001,340.0,2000.0,100.0,0 days 00:15:00,D
2023-02-10 14:45:00,20230210,14.0,45,14:45:00,27.41,62.59,4.7586070000000005,334.9616312267025,1950.0,100.0,0 days 00:15:00,D
2023-02-10 15:00:00,20230210,15.0,0,15:00:00,25.69,64.31,4.629996,330.0,1900.0,100.0,0 days 00:15:00,D
2023-02-10 15:15:00,20230210,15.0,15,15:15:00,23.84,66.16,4.501385,330.0,2200.0,100.0,0 days 00:15:00,D
2023-02-10 15:30:00,20230210,15.0,30,15:30:00,21.87,68.13,4.372774,330.0,2500.0,100.0,0 days 00:15:00,D
2023-02-10 15:45:00,20230210,15.0,45,15:45:00,19.79,70.21000000000001,4.244163,330.0,2800.0,100.0,0 days 00:15:00,D
2023-02-10 16:00:00,20230210,16.0,0,16:00:00,17.6,72.4,4.115552,330.0,3100.0,100.0,0 days 00:15:00,D
2023-02-10 16:15:00,20230210,16.0,15,16:15:00,15.33,74.67,4.115552,330.0,3350.0,100.0,0 days 00:15:00,D
2023-02-10 16:30:00,20230210,16.0,30,16:30:00,12.98,77.02,4.115552,330.0,3600.0,100.0,0 days 00:15:00,D
2023-02-10 16:45:00,20230210,16.0,45,16:45:00,10.55,79.45,4.115552,330.0,3850.0,100.0,0 days 00:15:00,D
2023-02-10 17:00:00,20230210,17.0,0,17:00:00,8.08,81.92,4.115552,330.0,4100.0,100.0,0 days 00:15:00,D
2023-02-10 17:15:00,20230210,17.0,15,17:15:00,5.56,84.44,4.501385,327.50476872153655,4075.0,100.0,0 days 00:15:00,D
2023-02-10 17:30:00,20230210,17.0,30,17:30:00,3.03,86.97,4.887218000000001,325.0,4050.0,100.0,0 days 00:15:00,D
2023-02-10 17:45:00,20230210,17.0,45,17:45:00,0.6,89.4,5.273051000000001,322.4952312784634,4025.0,100.0,0 days 00:15:00,D
2023-02-10 18:00:00,20230210,18.0,0,18:00:00,-2.12,92.12,5.6588840000000005,320.0,4000.0,100.0,0 days 00:15:00,D
2023-02-10 18:15:00,20230210,18.0,15,18:15:00,-5.36,95.36,5.273051000000001,322.4952312784634,4100.0,91.75,0 days 00:15:00,D
2023-02-10 18:30:00,20230210,18.0,30,18:30:00,-8.15,98.15,4.887218000000001,325.0,4200.0,83.5,0 days 00:15:00,D
2023-02-10 18:45:00,20230210,18.0,45,18:45:00,-10.92,100.92,4.501385,327.50476872153655,4300.0,75.25,0 days 00:15:00,D
2023-02-10 19:00:00,20230210,19.0,0,19:00:00,-13.72,103.72,4.115552,330.0,4400.0,67.0,0 days 00:15:00,D
2023-02-10 19:15:00,20230210,19.0,15,19:15:00,-16.53,106.53,4.244163,334.9616312267025,4350.0,58.5,0 days 00:15:00,D
2023-02-10 19:30:00,20230210,19.0,30,19:30:00,-19.35,109.35,4.372774,340.0,4300.0,50.0,0 days 00:15:00,D
2023-02-10 19:45:00,20230210,19.0,45,19:45:00,-22.18,112.18,4.501385,345.03836877329746,4250.0,41.5,0 days 00:15:00,D
2023-02-10 20:00:00,20230210,20.0,0,20:00:00,-25.01,115.01,4.629996,350.0,4200.0,33.0,0 days 00:15:00,E
2023-02-10 20:15:00,20230210,20.0,15,20:15:00,-27.83,117.83,4.7586070000000005,347.5047687215366,4375.0,41.5,0 days 00:15:00,D
2023-02-10 20:30:00,20230210,20.0,30,20:30:00,-30.64,120.64,4.887218000000001,345.0,4550.0,50.0,0 days 00:15:00,D
2023-02-10 20:45:00,20230210,20.0,45,20:45:00,-33.44,123.44,5.015829,342.4952312784634,4725.0,58.5,0 days 00:15:00,D
2023-02-10 21:00:00,20230210,21.0,0,21:00:00,-36.21,126.21000000000001,5.14444,340.0,4900.0,67.0,0 days 00:15:00,D
2023-02-10 21:15:00,20230210,21.0,15,21:15:00,-38.95,128.95,4.7586070000000005,335.0383687732975,4775.0,75.25,0 days 00:15:00,D
2023-02-10 21:30:00,20230210,21.0,30,21:30:00,-41.64,131.64,4.372774,330.0,4650.0,83.5,0 days 00:15:00,D
2023-02-10 21:45:00,20230210,21.0,45,21:45:00,-44.28,134.28,3.986941,324.9616312267025,4525.0,91.75,0 days 00:15:00,D
2023-02-10 22:00:00,20230210,22.0,0,22:00:00,-46.85,136.85,3.601108,320.0,4400.0,100.0,0 days 00:15:00,D
2023-02-10 22:15:00,20230210,22.0,15,22:15:00,-49.34,139.34,3.601108,320.0,4275.0,91.75,0 days 00:15:00,D
2023-02-10 22:30:00,20230210,22.0,30,22:30:00,-51.72,141.72,3.601108,320.0,4150.0,83.5,0 days 00:15:00,D
2023-02-10 22:45:00,20230210,22.0,45,22:45:00,-53.97,143.97,3.601108,320.0,4025.0,75.25,0 days 00:15:00,D
2023-02-10 23:00:00,20230210,23.0,0,23:00:00,-56.06,146.06,3.601108,320.0,3900.0,67.0,0 days 00:15:00,D
2023-02-10 23:15:00,20230210,23.0,15,23:15:00,-57.97,147.97,3.7297190000000002,315.03836877329746,3775.0,58.5,0 days 00:15:00,D
2023-02-10 23:30:00,20230210,23.0,30,23:30:00,-59.64,149.64,3.85833,310.0,3650.0,50.0,0 days 00:15:00,D
2023-02-10 23:45:00,20230210,23.0,45,23:45:00,-61.05,151.05,3.9869410000000003,304.9616312267025,3525.0,41.5,0 days 00:15:00,D
2023-02-11 00:00:00,20230211,0.0,0,00:00:00,-62.14,152.14,4.115552,300.0,3400.0,33.0,0 days 00:15:00,E
2023-02-11 00:15:00,20230211,0.0,15,00:15:00,-62.88,152.88,3.85833,295.0383687732975,3475.0,41.5,0 days 00:15:00,D
2023-02-11 00:30:00,20230211,0.0,30,00:30:00,-63.25,153.25,3.601108,290.0,3550.0,50.0,0 days 00:15:00,D
2023-02-11 00:45:00,20230211,0.0,45,00:45:00,-63.21,153.21,3.343886,284.9616312267025,3625.0,58.5,0 days 00:15:00,E
2023-02-11 01:00:00,20230211,1.0,0,01:00:00,-62.78,152.78,3.086664,280.0,3700.0,67.0,0 days 00:15:00,E
2023-02-11 01:15:00,20230211,1.0,15,01:15:00,-61.97,151.97,3.086664,282.4952312784634,7775.0,50.25,0 days 00:15:00,E
2023-02-11 01:30:00,20230211,1.0,30,01:30:00,-60.81,150.81,3.086664,285.0,11850.0,33.5,0 days 00:15:00,F
2023-02-11 01:45:00,20230211,1.0,45,01:45:00,-59.36,149.36,3.086664,287.5047687215366,15925.0,16.749999999999993,0 days 00:15:00,F
2023-02-11 02:00:00,20230211,2.0,0,02:00:00,-57.63,147.63,3.086664,290.0,20000.0,0.0,0 days 00:15:00,F
2023-02-11 02:15:00,20230211,2.0,15,02:15:00,-55.69,145.69,2.958053,292.4952312784634,20000.0,0.0,0 days 00:15:00,F
2023-02-11 02:30:00,20230211,2.0,30,02:30:00,-53.57,143.57,2.8294420000000002,295.0,20000.0,0.0,0 days 00:15:00,F
2023-02-11 02:45:00,20230211,2.0,45,02:45:00,-51.29,141.29,2.700831,297.5047687215366,20000.0,0.0,0 days 00:15:00,F
2023-02-11 03:00:00,20230211,3.0,0,03:00:00,-48.88,138.88,2.57222,300.0,20000.0,0.0,0 days 00:15:00,F
2023-02-11 03:15:00,20230211,3.0,15,03:15:00,-46.38,136.38,2.57222,304.9616312267025,15575.0,25.0,0 days 00:15:00,F
2023-02-11 03:30:00,20230211,3.0,30,03:30:00,-43.79,133.79,2.57222,310.0,11150.0,50.0,0 days 00:15:00,E
2023-02-11 03:45:00,20230211,3.0,45,03:45:00,-41.14,131.14,2.57222,315.03836877329746,6725.0,75.0,0 days 00:15:00,E
2023-02-11 04:00:00,20230211,4.0,0,04:00:00,-38.44,128.44,2.57222,320.0,2300.0,100.0,0 days 00:15:00,D
2023-02-11 04:15:00,20230211,4.0,15,04:15:00,-35.69,125.69,2.57222,310.3141048156182,2375.0,100.0,0 days 00:15:00,D
2023-02-11 04:30:00,20230211,4.0,30,04:30:00,-32.91,122.91,2.57222,300.0,2450.0,100.0,0 days 00:15:00,D
2023-02-11 04:45:00,20230211,4.0,45,04:45:00,-30.11,120.11,2.57222,289.68589518438176,2525.0,100.0,0 days 00:15:00,D
2023-02-11 05:00:00,20230211,5.0,0,05:00:00,-27.29,117.28999999999999,2.57222,280.0,2600.0,100.0,0 days 00:15:00,D
2023-02-11 05:15:00,20230211,5.0,15,05:15:00,-24.46,114.46000000000001,1.9291650000000002,277.5047687215366,2575.0,100.0,0 days 00:15:00,D
2023-02-11 05:30:00,20230211,5.0,30,05:30:00,-21.63,111.63,1.28611,275.0,2550.0,100.0,0 days 00:15:00,D
2023-02-11 05:45:00,20230211,5.0,45,05:45:00,-18.79,108.78999999999999,0.6430549999999999,272.4952312784634,2525.0,100.0,0 days 00:15:00,D
2023-02-11 06:00:00,20230211,6.0,0,06:00:00,-15.97,105.97,0.001,115.94808244061227,2500.0,100.0,0 days 00:15:00,D
2023-02-11 06:01:00,20230211,6.0,0,06:00:00,-15.97,105.97,0.001,120.66304037088015,2500.0,100.0,0 days 00:01:00,D
2023-02-11 06:02:00,20230211,6.0,0,06:00:00,-15.97,105.97,0.001,341.02051558553177,2500.0,100.0,0 days 00:01:00,D
2023-02-11 06:03:00,20230211,6.0,0,06:00:00,-15.97,105.97,0.001,339.1351650188868,2500.0,100.0,0 days 00:01:00,D
2023-02-11 06:04:00,20230211,6.0,0,06:00:00,-15.97,105.97,0.001,108.91963893406806,2500.0,100.0,0 days 00:01:00,D
2023-02-11 06:05:00,20230211,6.0,0,06:00:00,-15.97,105.97,0.001,114.62394224308092,2500.0,100.0,0 days 00:01:00,D
2023-02-11 06:06:00,20230211,6.0,0,06:00:00,-15.97,105.97,0.001,251.32080005345688,2500.0,100.0,0 days 00:01:00,D
2023-02-11 06:07:00,20230211,6.0,0,06:00:00,-15.97,105.97,0.001,177.98728150779684,2500.0,100.0,0 days 00:01:00,D
2023-02-11 06:08:00,20230211,6.0,0,06:00:00,-15.97,105.97,0.001,96.37922739168694,2500.0,100.0,0 days 00:01:00,D
2023-02-11 06:09:00,20230211,6.0,0,06:00:00,-15.97,105.97,0.001,32.97574690979597,2500.0,100.0,0 days 00:01:00,D
2023-02-11 06:10:00,20230211,6.0,0,06:00:00,-15.97,105.97,0.001,189.77666514580605,2500.0,100.0,0 days 00:01:00,D
2023-02-11 06:11:00,20230211,6.0,0,06:00:00,-15.97,105.97,0.001,256.4877980412145,2500.0,100.0,0 days 00:01:00,D
2023-02-11 06:12:00,20230211,6.0,0,06:00:00,-15.97,105.97,0.001,314.34034408550207,2500.0,100.0,0 days 00:01:00,D
2023-02-11 06:13:00,20230211,6.0,0,06:00:00,-15.97,105.97,0.001,57.9749424191061,2500.0,100.0,0 days 00:01:00,D
2023-02-11 06:14:00,20230211,6.0,0,06:00:00,-15.97,105.97,0.001,105.425458937525,2500.0,100.0,0 days 00:01:00,D
2023-02-11 06:15:00,20230211,6.000000000000001,15,06:15:00,-13.16,103.16,0.001,275.5154987616312,2500.0,100.0,0 days 00:01:00,D
2023-02-11 06:16:00,20230211,6.000000000000001,15,06:15:00,-13.16,103.16,0.001,324.16587470513747,2500.0,100.0,0 days 00:01:00,D
2023-02-11 06:17:00,20230211,6.000000000000001,15,06:15:00,-13.16,103.16,0.001,206.7259764863794,2500.0,100.0,0 days 00:01:00,D
2023-02-11 06:18:00,20230211,6.000000000000001,15,06:15:00,-13.16,103.16,0.001,227.90022128077229,2500.0,100.0,0 days 00:01:00,D
